id,newsletter_number,issue_date,theme,subtheme,title,description,link,new_theme,domain,organisation,title_length,description_length,title_word_count,description_word_count,text,text_length_chars,text_length_words
57c2c045-2128-49a8-ba13-e7f92d130899,30,22 March 2024,"Teacher recruitment, retention & development",,Centre for Educational Leadership Event: Developing and retaining talented mentors,17th April at 5-6.30pm (Online),https://www.ucl.ac.uk/ioe/events/2024/apr/developing-and-retaining-talented-mentors,teacher_rrd,www.ucl.ac.uk,ucl,82,31,10,5,Centre for Educational Leadership Event: Developing and retaining talented mentors 17th April at 5-6.30pm (Online),114,15
1a752c39-e3b7-478c-b7b6-386fac0ceb1b,30,22 March 2024,"Teacher recruitment, retention & development",,Schools Week - DfE slashes secondary teacher recruitment targets,Schools Week provides a user-friendly table of changes by subject. MFL and Physics are among those handed lower targets,https://schoolsweek.co.uk/dfe-slashes-secondary-teacher-recruitment-targets,teacher_rrd,schoolsweek.co.uk,schools_week,64,119,9,19,Schools Week - DfE slashes secondary teacher recruitment targets Schools Week provides a user-friendly table of changes by subject. MFL and Physics are among those handed lower targets,184,28
9eefea97-45f2-4cdc-a529-1fef50cd04d9,30,22 March 2024,Political landscape & key organisations,,The Guardian - Charities evoke spirit of Sure Start in call for bold Labour early-years policies,First 1001 Days Movement says five-year decline in toddler development is a 'ticking time bomb' for the UK,https://www.theguardian.com/society/2024/mar/18/charities-evoke-spirit-of-sure-start-in-call-for-bold-labour-early-years-policies,political_context_and_organisations,www.theguardian.com,guardian,96,106,16,18,The Guardian - Charities evoke spirit of Sure Start in call for bold Labour early-years policies First 1001 Days Movement says five-year decline in toddler development is a 'ticking time bomb' for the UK,203,34
9cb0211f-3ce5-4836-929c-b774bf70d1bf,30,22 March 2024,Political landscape & key organisations,,ONS - Geographical mobility of young people across English towns and cities,"Of those from the 2008 to 2011 GCSE cohorts, 36% of graduates and 29% of non-graduates who achieved at least a level 3 qualification were living in a different area in the 2018-19 tax year, from where they were living when they completed compulsory school",https://www.ons.gov.uk/peoplepopulationandcommunity/educationandchildcare/articles/geographicalmobilityofyoungpeopleacrossenglishtownsandcities/march2024,political_context_and_organisations,www.ons.gov.uk,office_for_national_statistics,75,255,12,45,"ONS - Geographical mobility of young people across English towns and cities Of those from the 2008 to 2011 GCSE cohorts, 36% of graduates and 29% of non-graduates who achieved at least a level 3 qualification were living in a different area in the 2018-19 tax year, from where they were living when they completed compulsory school",331,57
0bef656c-70e2-4802-9bb7-d0d7353829b9,30,22 March 2024,Four Nations Landscape,,Scottish Government - Summary Statistics for Schools in Scotland 2023 Supplementary Statistics Published,New measure of persistent absence included.,https://www.gov.scot/news/summary-statistics-for-schools-in-scotland-2023-supplementary-statistics-published,political_context_and_organisations,www.gov.scot,scottish_government,104,43,13,6,Scottish Government - Summary Statistics for Schools in Scotland 2023 Supplementary Statistics Published New measure of persistent absence included.,148,19
897d056f-0942-4ecb-9ca7-bd34fa055ed5,30,22 March 2024,Four Nations Landscape,,FFT - Where are all the secondary-only MATs?,"Paper from Laura Outhwaite & Claire Crawford, UCL Centre for Education Policy & Equalising Opportunities and Ivana La Valle, University of East London)",https://ffteducationdatalab.org.uk/2024/03/where-are-all-the-secondary-only-mats,political_context_and_organisations,ffteducationdatalab.org.uk,fft_ed_datalab,44,151,8,23,"FFT - Where are all the secondary-only MATs? Paper from Laura Outhwaite & Claire Crawford, UCL Centre for Education Policy & Equalising Opportunities and Ivana La Valle, University of East London)",196,31
da29b2f1-9af4-4102-af8b-bf7046562717,30,22 March 2024,Update from the ESRC Education Research Programme,,What matters in education?,Investing in the Early Years: priorities and challenges 26 March 5pm – 6.30pm,https://www.ucl.ac.uk/education-research-programme/events/2024/mar/investing-early-years-priorities-and-challenges,project_updates,www.ucl.ac.uk,ucl,26,77,4,13,What matters in education? Investing in the Early Years: priorities and challenges 26 March 5pm – 6.30pm,104,17
bbbb8c22-d13a-4387-853d-473152e64fdb,30,22 March 2024,"Teacher recruitment, retention & development",,,Centre for Educational Leadership Event: Developing and retaining talented mentors 17th April at 5-6.30pm (Online),https://www.ucl.ac.uk/ioe/events/2024/apr/developing-and-retaining-talented-mentors,teacher_rrd,www.ucl.ac.uk,ucl,,114,1,15, Centre for Educational Leadership Event: Developing and retaining talented mentors 17th April at 5-6.30pm (Online),115,15
b9aafd3b-64f2-4e44-b7ab-0a461b534a2c,30,22 March 2024,Four Nations Landscape,,"Paper from Laura Outhwaite & Claire Crawford, UCL Centre for Education Policy & Equalising Opportunities and Ivana La Valle, University of East London)","Who uses government-funded early education in England, and what explains the variation in take-up?",https://ideas.repec.org/p/ucl/cepeob/28.html,political_context_and_organisations,ideas.repec.org,repec_ideas,151,98,23,14,"Paper from Laura Outhwaite & Claire Crawford, UCL Centre for Education Policy & Equalising Opportunities and Ivana La Valle, University of East London) Who uses government-funded early education in England, and what explains the variation in take-up?",250,37
a99f8972-28e9-496e-a258-8d49f4cf247c,31,12 April 2024,Update from the ERP projects,,Schools Week - Teacher recruitment campaign gets animated to boost interest,"Lucas Cumiskey £15,000 contract aims to provide 'access to realistic job preview tools'",https://schoolsweek.co.uk/teacher-recruitment-campaign-gets-animated-to-boost-interest,project_updates,schoolsweek.co.uk,schools_week,75,87,11,13,"Schools Week - Teacher recruitment campaign gets animated to boost interest Lucas Cumiskey £15,000 contract aims to provide 'access to realistic job preview tools'",163,24
7aad9a58-e570-4ffb-8b5f-59e4a3129759,31,12 April 2024,Update from the ERP projects,,"Paper - Can an online scenario-based learning intervention influence preservice teachers' self-efficacy, career intentions, and perceived fit with the profession?","Rob Klassen, Hui Wang, Jade Rushby Read the paper",https://www.sciencedirect.com/science/article/pii/S0360131523002129,project_updates,www.sciencedirect.com,sciencedirect,162,49,20,9,"Paper - Can an online scenario-based learning intervention influence preservice teachers' self-efficacy, career intentions, and perceived fit with the profession? Rob Klassen, Hui Wang, Jade Rushby Read the paper",212,29
af0f7d9c-abe3-4016-a2fc-5a274600f533,31,12 April 2024,Update from the ERP projects,,Paper - Questioning 'voice' and silence: Exploring creative and participatory approaches to researching with children through a Reggio Emilian lens,"Sarah Chicken, Gisselle Tur Porres, Dawn Mannay, Jade Parnell, and Jacky Tyrie Read the paper",https://journals.sagepub.com/doi/10.1177/14687941241234299,project_updates,journals.sagepub.com,sage_journals,147,93,20,15,"Paper - Questioning 'voice' and silence: Exploring creative and participatory approaches to researching with children through a Reggio Emilian lens Sarah Chicken, Gisselle Tur Porres, Dawn Mannay, Jade Parnell, and Jacky Tyrie Read the paper",241,35
1909da70-5357-4304-abe8-933b59d73498,31,12 April 2024,Update from the ERP projects,,Children's Participation in Schools vlog series,Catch up with vlog 1 and 2,https://childrens-participation.org/blogs-vlogs,project_updates,childrens-participation.org,childrends_participation_in_schools,47,26,6,7,Children's Participation in Schools vlog series Catch up with vlog 1 and 2,74,13
2e49b8f6-ed0a-42a3-b07a-dc80897e49e8,31,12 April 2024,"Teacher recruitment, retention & development",,NFER – Teacher Labour Market in England Annual Report 2024,"Dawson McLean, Jack Worth and Andrew Smith Read the report",https://www.nfer.ac.uk/publications/teacher-labour-market-in-england-annual-report-2024,teacher_rrd,www.nfer.ac.uk,nfer,58,58,10,10,"NFER – Teacher Labour Market in England Annual Report 2024 Dawson McLean, Jack Worth and Andrew Smith Read the report",117,20
e0843d85-00b5-4ae8-bc5f-f6d60c562516,31,12 April 2024,"Teacher recruitment, retention & development",,TES - NPQ funding slashed for next year,"Matilda Martin Fully funded National Professional Qualifications will remain for Sendcos, primary maths, headship and staff in high-disadvantage areas only",https://www.tes.com/magazine/news/general/national-professional-qualifications-funding-slashed-dfe?mptk=98cf676ac107f2945cdf308a2f1446b7a78ca16bf8f5caf9e7454cd751476d7f94b9ad96665a911194fe705a2c1e449d_fae440e3b06726595a17876fcd022ec5,teacher_rrd,www.tes.com,tes,39,155,8,20,"TES - NPQ funding slashed for next year Matilda Martin Fully funded National Professional Qualifications will remain for Sendcos, primary maths, headship and staff in high-disadvantage areas only",195,28
a37100c0-89c8-4d9d-873d-7ad8be60f154,31,12 April 2024,EdTech,,Jacobs Foundation and European EdTech Alliance - EdTech Strategy Lab,This initiative will host a series of knowledge exchange formats to connect all key stakeholders with the aim to advance evidence-informed evaluation mechanisms across the worldwide EdTech ecosystem.,https://www.edtechstrategylab.org/,digital_ed,www.edtechstrategylab.org,edtech_strategy_lab,68,199,10,28,Jacobs Foundation and European EdTech Alliance - EdTech Strategy Lab This initiative will host a series of knowledge exchange formats to connect all key stakeholders with the aim to advance evidence-informed evaluation mechanisms across the worldwide EdTech ecosystem.,268,38
e38afcdb-9be2-4f05-beb3-c9b2e162a734,31,12 April 2024,EdTech,,UNICEF - A Global Review of Selected Digital Inclusion Policies,This review by UNICEF assessed 126 digital inclusion policies to identify policy gaps that need to be addressed to achieve greater digital equality for children.,https://www.unicef.org/globalinsight/media/3076/file/UNICEF-Innocenti-Digital-Inclusion-Global-Policy-Review-2023.pdf,digital_ed,www.unicef.org,unicef,63,161,10,25,UNICEF - A Global Review of Selected Digital Inclusion Policies This review by UNICEF assessed 126 digital inclusion policies to identify policy gaps that need to be addressed to achieve greater digital equality for children.,225,35
236cbb6c-b7f7-4281-aed6-c06ba90f63e4,31,12 April 2024,EdTech,,The Alan Turing Institute - Children's Parliament Exploring Children's Rights and AI - a report from Scotland,Report,https://www.turing.ac.uk/sites/default/files/2023-05/exploring_childrens_rights_and_ai.pdf,digital_ed,www.turing.ac.uk,alan_turing_institute,109,6,17,1,The Alan Turing Institute - Children's Parliament Exploring Children's Rights and AI - a report from Scotland Report,116,18
9d2e3a3c-ef09-4cb3-858b-9f3eae9ef3b8,31,12 April 2024,Political landscape & key organisations,,A Confederation of School Trusts comment piece on some of the issues at stake - Helping Ofsted to help us: The Big Listen,Steve Rollett,https://cstuk.org.uk/news-publications/cst-blogs/helping-ofsted-to-help-us-the-big-listen,political_context_and_organisations,cstuk.org.uk,charities_supporting_teachers_uk,121,13,23,2,A Confederation of School Trusts comment piece on some of the issues at stake - Helping Ofsted to help us: The Big Listen Steve Rollett,135,25
eabe2f49-5627-4b6a-b648-9038ec8974d8,31,12 April 2024,Research – Practice – Policy,,Rethinking curriculum - The Chartered College of Teaching has launched this project in collaboration with the Helen Hamlyn Foundation.,"""This is a long-term curriculum development project focused on building knowledge and skills within the English primary sector."" There are a range of ways for schools in England to get involved.",https://chartered.college/rethinkingcurriculum,political_context_and_organisations,chartered.college,chartered_college_of_teaching,134,194,19,31,"Rethinking curriculum - The Chartered College of Teaching has launched this project in collaboration with the Helen Hamlyn Foundation. ""This is a long-term curriculum development project focused on building knowledge and skills within the English primary sector."" There are a range of ways for schools in England to get involved.",329,50
d1cde92e-35c9-4fb5-be8b-17a9bab0ee62,31,12 April 2024,Research – Practice – Policy,,The Universities Policy Engagement Network (UPEN) – Blog on the case for academics to engage with Areas of Research Interest nominated by Government Departments,Sinéad Murphy,https://www.upen.ac.uk/blogs?story_id=958,political_context_and_organisations,www.upen.ac.uk,upen,160,13,24,2,The Universities Policy Engagement Network (UPEN) – Blog on the case for academics to engage with Areas of Research Interest nominated by Government Departments Sinéad Murphy,174,26
8951c2c2-ec28-4bd4-8f95-570ed34f6cb4,31,12 April 2024,Four Nations Landscape,,Welsh Government Blog - How is Estyn changing its approach to Inspection under Curriculum for Wales? – Insights from a Peer Inspector.,Ceri Richmond,https://educationwales.blog.gov.wales/2024/04/04/how-is-estyn-changing-its-approach-to-inspection-under-curriculum-for-wales-insights-from-a-peer-inspector,political_context_and_organisations,educationwales.blog.gov.wales,welsh_government,134,13,22,2,Welsh Government Blog - How is Estyn changing its approach to Inspection under Curriculum for Wales? – Insights from a Peer Inspector. Ceri Richmond,148,24
8a8259be-eec8-4b2a-9460-8985d56f72ba,31,12 April 2024,Four Nations Landscape,,TES - Lynne Neagle appointed new Welsh education secretary,She replaces Jeremy Miles as new first minister Vaughan Gething unveils his ministerial team during a crucial period for Welsh education Read her letter to the sector,https://educationwales.blog.gov.wales/2024/04/08/a-new-cabinet-secretary-for-education-letter-from-lynne-neagle,political_context_and_organisations,educationwales.blog.gov.wales,welsh_government,58,166,9,27,TES - Lynne Neagle appointed new Welsh education secretary She replaces Jeremy Miles as new first minister Vaughan Gething unveils his ministerial team during a crucial period for Welsh education Read her letter to the sector,225,36
80932d3a-fe2d-4350-9052-e0fedf79b13a,31,12 April 2024,Four Nations Landscape,,IFS - New report on the challenges facing Welsh Education,Luke Sibieta,https://ifs.org.uk/publications/major-challenges-education-wales,political_context_and_organisations,ifs.org.uk,ifs,57,12,10,2,IFS - New report on the challenges facing Welsh Education Luke Sibieta,70,12
7778a59a-4561-4242-8ca7-8ca34343d861,31,12 April 2024,Four Nations Landscape,,The Conversation - Schools are using research to try to improve children's learning – but it's not working,"Opinion piece on the English approach to ""research informed"" education by Sally Riordan",https://theconversation.com/schools-are-using-research-to-try-to-improve-childrens-learning-but-its-not-working-226348,political_context_and_organisations,theconversation.com,conversation,106,87,18,13,"The Conversation - Schools are using research to try to improve children's learning – but it's not working Opinion piece on the English approach to ""research informed"" education by Sally Riordan",194,31
70a75d89-e49b-4f96-a369-b5ce34262797,31,12 April 2024,What matters in education?,,"BBC - Children living near Sure Start centres did better at GCSEs, IFS study suggests","BBC news - Nathan Standley IFS report Children's Commissioner - The Big Ambition: Ambitions, Findings and Solutions - ""a call to action, for whoever forms the next government, to decide now that they will commit all their energy and effort to improving the lives of children"" based on findings from the Big Ambition survey of children and young people",https://bbc.co.uk/news/education-68763942,political_context_and_organisations,bbc.co.uk,bbc,85,351,15,59,"BBC - Children living near Sure Start centres did better at GCSEs, IFS study suggests BBC news - Nathan Standley IFS report Children's Commissioner - The Big Ambition: Ambitions, Findings and Solutions - ""a call to action, for whoever forms the next government, to decide now that they will commit all their energy and effort to improving the lives of children"" based on findings from the Big Ambition survey of children and young people",437,74
58cd68de-5cc4-43f5-b71f-6621f7af5eec,31,12 April 2024,What matters in education?,,The Conversation - More mental health support in schools makes sense – but some children may fall through gaps,Jo Ellins,https://theconversation.com/more-mental-health-support-in-schools-makes-sense-but-some-children-may-fall-through-gaps-225741,political_context_and_organisations,theconversation.com,conversation,110,9,19,2,The Conversation - More mental health support in schools makes sense – but some children may fall through gaps Jo Ellins,120,21
63cde225-9497-4a17-b16e-b41e0b09ce1f,31,12 April 2024,Update from the ERP projects,,"EARLI SIG 11&13 Conference, University of Oxford – Paper accepted ""Exploring motivations and barriers to teaching: a game-based approach"".","Rebecca Snell, Sophie Thompson-Lee, Robert Klassen, Daniel Slawson, Michael Saiger and Joe Cutting. Presenting and publishing in October. The paper covers the project's game-based approach to examining user requirements before they developed TeachQuest. A mixture of focus groups and 1-to-1 interviews alongside a paper prototype, a card game simulating a choose-your-own-adventure. Paper - Questioning 'voice' and silence: Exploring creative and participatory approaches to researching with children through a Reggio Emilian lens Sarah Chicken, Gisselle Tur Porres, Dawn Mannay, Jade Parnell, and Jacky Tyrie Read the paper",https://journals.sagepub.com/doi/10.1177/14687941241234299,project_updates,journals.sagepub.com,sage_journals,138,624,19,86,"EARLI SIG 11&13 Conference, University of Oxford – Paper accepted ""Exploring motivations and barriers to teaching: a game-based approach"". Rebecca Snell, Sophie Thompson-Lee, Robert Klassen, Daniel Slawson, Michael Saiger and Joe Cutting. Presenting and publishing in October. The paper covers the project's game-based approach to examining user requirements before they developed TeachQuest. A mixture of focus groups and 1-to-1 interviews alongside a paper prototype, a card game simulating a choose-your-own-adventure. Paper - Questioning 'voice' and silence: Exploring creative and participatory approaches to researching with children through a Reggio Emilian lens Sarah Chicken, Gisselle Tur Porres, Dawn Mannay, Jade Parnell, and Jacky Tyrie Read the paper",763,105
0ec2a67c-559c-4eb5-91e5-8c642d07ecad,32,19 April 2024,"Teacher recruitment, retention & development",,"Schools Week - Big MATs have highest teacher turnover, EPI finds","EPI's report, T[The%20Features%20of%20Effective%20School%20Groups]he Features of Effective School Groups found that large trusts have highest levels of teacher turnover. In comparison to LA-maintained schools, academy trusts tend to be financially better-off. The report authors conclude ""This report shows there is no identifiable general optimal organisational structure for school groups."" More",https://schoolsweek.co.uk/big-mats-have-highest-teacher-turnover-epi-finds,teacher_rrd,schoolsweek.co.uk,schools_week,64,397,11,49,"Schools Week - Big MATs have highest teacher turnover, EPI finds EPI's report, T[The%20Features%20of%20Effective%20School%20Groups]he Features of Effective School Groups found that large trusts have highest levels of teacher turnover. In comparison to LA-maintained schools, academy trusts tend to be financially better-off. The report authors conclude ""This report shows there is no identifiable general optimal organisational structure for school groups."" More",462,60
a89c0c29-2792-4e4d-8879-791a8709a188,32,19 April 2024,"Teacher recruitment, retention & development",,Schools Week - Scouting for teachers: DfE's latest recruitment plan revealed,Scouts will develop 'teaching skills' as part of attaining their badges under a new government scheme to boost teaching pipeline Lucas Cumiskey,https://schoolsweek.co.uk/scouting-for-teachers-dfes-latest-recruitment-plan-revealed,teacher_rrd,schoolsweek.co.uk,schools_week,76,143,11,22,Schools Week - Scouting for teachers: DfE's latest recruitment plan revealed Scouts will develop 'teaching skills' as part of attaining their badges under a new government scheme to boost teaching pipeline Lucas Cumiskey,220,33
8ce69455-90be-48ee-b111-549ada57d1c8,32,19 April 2024,"Teacher recruitment, retention & development",,The Conversation - How the pandemic deepened an existing wellbeing crisis in headteaching – new research on senior school leaders in Wales and Northern Ireland,"Emily Marchant, Orkan Okan, Tom Crick",https://theconversation.com/how-the-pandemic-deepened-an-existing-wellbeing-crisis-in-headteaching-new-research-219043,teacher_rrd,theconversation.com,conversation,159,37,25,6,"The Conversation - How the pandemic deepened an existing wellbeing crisis in headteaching – new research on senior school leaders in Wales and Northern Ireland Emily Marchant, Orkan Okan, Tom Crick",197,31
32677c03-4135-43ad-b592-5f5882fb31a6,32,19 April 2024,EdTech,,Jacobs Foundation and European EdTech Alliance - EdTech Strategy Lab,This initiative will host a series of knowledge exchange formats to connect all key stakeholders and advance evidence-informed evaluation mechanisms across the worldwide EdTech ecosystem.,https://www.edtechstrategylab.org/,digital_ed,www.edtechstrategylab.org,edtech_strategy_lab,68,187,10,25,Jacobs Foundation and European EdTech Alliance - EdTech Strategy Lab This initiative will host a series of knowledge exchange formats to connect all key stakeholders and advance evidence-informed evaluation mechanisms across the worldwide EdTech ecosystem.,256,35
2fa9fbe6-e33b-4319-9eed-fe6490154176,32,19 April 2024,EdTech,,UNICEF - A Global Review of Selected Digital Inclusion Policies.,This sets out key findings and policy requirements for greater digital equality of children,https://www.unicef.org/globalinsight/media/3076/file/UNICEF-Innocenti-Digital-Inclusion-Global-Policy-Review-2023.pdf,digital_ed,www.unicef.org,unicef,64,91,10,14,UNICEF - A Global Review of Selected Digital Inclusion Policies. This sets out key findings and policy requirements for greater digital equality of children,156,24
c919ec7c-b20b-4ea6-8db2-34d82947ed6a,32,19 April 2024,EdTech,,Full Facts Report,This report explores how generative AI has presented challenging new risks and opportunities to those tackling misinformation and disinformation,https://fullfact.org/policy/reports/full-fact-report-2024,digital_ed,fullfact.org,full_fact,17,144,3,19,Full Facts Report This report explores how generative AI has presented challenging new risks and opportunities to those tackling misinformation and disinformation,162,22
8a58c0b2-5017-410f-a758-21d7b4a16e2c,32,19 April 2024,Political landscape & key organisations,,Schools Week - DfE ends funding for teaching school hubs sector body,"The government has ended funding for the sector body set up to oversee the teaching schools hub network. Funding for the teaching school hubs will ""continue as planned"". Samantha Booth, Lucas Cumiskey",https://schoolsweek.co.uk/dfe-ends-funding-for-teaching-school-hubs-sector-body,political_context_and_organisations,schoolsweek.co.uk,schools_week,68,200,12,32,"Schools Week - DfE ends funding for teaching school hubs sector body The government has ended funding for the sector body set up to oversee the teaching schools hub network. Funding for the teaching school hubs will ""continue as planned"". Samantha Booth, Lucas Cumiskey",269,44
23e37eeb-9362-438b-8ad5-e25f0fa1a758,32,19 April 2024,Research – Practice – Policy,,The Local Policy Innovation Partnership (LPIP): A Reflection on the Launch Event,Rebecca Riley This blog post looks at the launch of the Local Policy Innovation Partnership (LPIP) and provides a summary of the emerging themes from the post-event sessions and details on the 4 new partnerships. Read,https://blog.bham.ac.uk/lpip/2024/03/20/the-local-policy-innovation-partnership-a-reflection-on-the-launch-event,political_context_and_organisations,blog.bham.ac.uk,university_of_birmingham,80,217,12,36,The Local Policy Innovation Partnership (LPIP): A Reflection on the Launch Event Rebecca Riley This blog post looks at the launch of the Local Policy Innovation Partnership (LPIP) and provides a summary of the emerging themes from the post-event sessions and details on the 4 new partnerships. Read,298,48
cf589d5b-01a5-4b9f-ac33-c645cf51aa56,32,19 April 2024,Research – Practice – Policy,,Funding call – BA/Leverhulme Small Research Grants,"The British Academy is now accepting applications for the BA/Leverhulme Small Research Grants Scheme. The BA/Leverhulme Small Research Grants are available to support primary research in the humanities and social sciences. These awards, up to £10,000 in value and tenable for up to 24 months, are provided to cover the cost of the expenses arising from a defined research project. Deadline: 5 June 2024, 17:00 Apply now",https://email.thebritishacademy.ac.uk/c/AQimihMQ0KNmGKjjm6kBIO-u_BUn7YW-n_sUH7oeCgSGswTuezd2sRWJddj4wd7XFKmcbg,political_context_and_organisations,email.thebritishacademy.ac.uk,british_academy,50,419,7,67,"Funding call – BA/Leverhulme Small Research Grants The British Academy is now accepting applications for the BA/Leverhulme Small Research Grants Scheme. The BA/Leverhulme Small Research Grants are available to support primary research in the humanities and social sciences. These awards, up to £10,000 in value and tenable for up to 24 months, are provided to cover the cost of the expenses arising from a defined research project. Deadline: 5 June 2024, 17:00 Apply now",470,74
142d6190-da40-47c4-b41b-6c8a44a78ac0,32,19 April 2024,Four Nations Landscape,,NI teaching unions accept formal pay offer to bring starting wages in line with England,Belfast Telegraph,https://www.belfasttelegraph.co.uk/news/education/ni-teaching-unions-accept-formal-pay-offer-to-bring-starting-wages-in-line-with-england/a548880879.html,political_context_and_organisations,www.belfasttelegraph.co.uk,belfast_telegraph,87,17,15,2,NI teaching unions accept formal pay offer to bring starting wages in line with England Belfast Telegraph,105,17
3c2e1ba3-b2a7-4a82-92d0-c1ae586313f1,32,19 April 2024,Four Nations Landscape,,Education Wales - Wales' Professional Learning Resources – now in one place!,"For the first time, Professional Learning resources have been centralised in one place on Hwb. The freshly categorised and classified resources are now readily searchable and accessible to all education practitioners across Wales via the professional learning portal .",http://educationwales.blog.gov.wales/?action=user_content_redirect&uuid=19f4fedd07b8308dcf7b9e5f76e867ec06e628ce99e8ba08e01ff443771961c2&blog_id=110232081&post_id=4218&user_id=0&subs_id=555130165&signature=9f2ceee16d19d6aa7b673b5bd5d4e8c0&email_name=new-post&user_email=elizabeth.hudson%40ucl.ac.uk&encoded_url=aHR0cHM6Ly9od2IuZ292LndhbGVzL3Byb2Zlc3Npb25hbC1sZWFybmluZw%3D,political_context_and_organisations,educationwales.blog.gov.wales,welsh_government,76,268,12,39,"Education Wales - Wales' Professional Learning Resources – now in one place! For the first time, Professional Learning resources have been centralised in one place on Hwb. The freshly categorised and classified resources are now readily searchable and accessible to all education practitioners across Wales via the professional learning portal .",345,51
720ddc88-f917-41e9-941c-c3e167f13bd1,32,19 April 2024,Four Nations Landscape,,Education Scotland - HM Inspectors publish new anti-bullying resource,HM Inspectors of Education have published a new anti-bullying resource. The resource features 17 case studies from schools across Scotland. These examples illustrate effective approaches to preventing and responding to bullying.,https://education.gov.scot/news/hm-inspectors-publish-new-anti-bullying-resource,political_context_and_organisations,education.gov.scot,education_scotland,69,228,9,31,Education Scotland - HM Inspectors publish new anti-bullying resource HM Inspectors of Education have published a new anti-bullying resource. The resource features 17 case studies from schools across Scotland. These examples illustrate effective approaches to preventing and responding to bullying.,298,40
27aa17f0-02d1-427f-a1cb-8a6c9fac0dd1,32,19 April 2024,What matters in education?,,OECD Event - No Child Left Behind: Tackling the School Absenteeism Crisis,"30 April Online: 14:00-15:00 CET COVID pandemic-induced school closures hindered learning for young people around the world. Yet even today, many students across the OECD have failed to return to the classroom. We'll look at what we know and what knowledge gaps remain and explore effective policies and practices for a meaningful intervention to tackle the soaring number of children missing school. Register here",https://newsletter.oecd.org/c/19ZlcHM0kvyWfV9d8RwNB4HnLD,political_context_and_organisations,newsletter.oecd.org,oecd,73,414,12,64,"OECD Event - No Child Left Behind: Tackling the School Absenteeism Crisis 30 April Online: 14:00-15:00 CET COVID pandemic-induced school closures hindered learning for young people around the world. Yet even today, many students across the OECD have failed to return to the classroom. We'll look at what we know and what knowledge gaps remain and explore effective policies and practices for a meaningful intervention to tackle the soaring number of children missing school. Register here",488,76
3bd96533-84a4-4589-8fa0-0dae89de8528,32,19 April 2024,What matters in education?,,Magic Breakfast - Child Poverty in the UK Sliding Backwards,"This year's official government figures reveal that a further 100,000 children and young people have been pushed into poverty over the course of a year, taking the overall child poverty figure to 4.3 million.",https://www.magicbreakfast.com/child-poverty-in-the-uk-sliding-backwards,political_context_and_organisations,www.magicbreakfast.com,magic_breakfast,59,208,10,34,"Magic Breakfast - Child Poverty in the UK Sliding Backwards This year's official government figures reveal that a further 100,000 children and young people have been pushed into poverty over the course of a year, taking the overall child poverty figure to 4.3 million.",268,44
c7ecee89-00d2-471b-a37e-9aaf08bcce10,32,19 April 2024,Update from the ERP projects,,"In March, the team held a workshop at LAK 2024 in Japan entitled 'Fostering ethical and equitable learning analytics'.","Workshop abstract: The importance of the ethical use of data; tackling unintended bias and value judgements in the selection of data and algorithms; and the need to facilitate equity, fairness and transparency in learning analytics to support positive social change in education systems is increasingly recognized by researchers, practitioners and policy makers that are part of the learning analytics (LA) community... Continued",https://edtech.oii.ox.ac.uk/workshops/fostering-ethical-and-equitable-learning-analytics,project_updates,edtech.oii.ox.ac.uk,oii_edtech_equity,118,429,19,62,"In March, the team held a workshop at LAK 2024 in Japan entitled 'Fostering ethical and equitable learning analytics'. Workshop abstract: The importance of the ethical use of data; tackling unintended bias and value judgements in the selection of data and algorithms; and the need to facilitate equity, fairness and transparency in learning analytics to support positive social change in education systems is increasingly recognized by researchers, practitioners and policy makers that are part of the learning analytics (LA) community... Continued",548,81
70bf2484-e7e0-4c3d-b116-cab93b1851e7,32,19 April 2024,Update from the ERP projects,,"The team presented their data on cross-school ecology mapping to the case study schools, other project partners and representatives from the DfE at their 4th Education Innovation Lab. The DfE staff spoke with the case study teachers and were interested in the findings.","Last month, as part of Scottish AI in Schools Week, David Lundie ran an interactive workshop with Education Scotland, focusing on co-designing resources to help young people recover a sense of autonomy as they navigate increasingly complex digital challenges in their lives.",https://ow.ly/xOiy50QXwFl,project_updates,ow.ly,twitter,269,274,43,42,"The team presented their data on cross-school ecology mapping to the case study schools, other project partners and representatives from the DfE at their 4th Education Innovation Lab. The DfE staff spoke with the case study teachers and were interested in the findings. Last month, as part of Scottish AI in Schools Week, David Lundie ran an interactive workshop with Education Scotland, focusing on co-designing resources to help young people recover a sense of autonomy as they navigate increasingly complex digital challenges in their lives.",544,85
16fd345f-231f-4e05-a59a-1f1bc866b14d,33,26 April 2024,"Teacher recruitment, retention & development",,"Schools Week - Focus on recruitment schemes that will make a difference, ministers urged",A FOI revealed a government scheme to recruit armed forces veterans has tanked By Lucas Cumiskey,https://schoolsweek.co.uk/focus-on-recruitment-schemes-that-will-make-a-difference-ministers-urged,teacher_rrd,schoolsweek.co.uk,schools_week,88,96,14,16,"Schools Week - Focus on recruitment schemes that will make a difference, ministers urged A FOI revealed a government scheme to recruit armed forces veterans has tanked By Lucas Cumiskey",185,30
