id,newsletter_number,issue_date,new_theme,text,domain,organisation,text_for_vader,vader_neg,vader_neu,vader_pos,vader_compound,sentiment_label
d64c7f70-f7b0-4832-bd32-c7af06e75048,5,4 September 2023,political_context_and_organisations,Attendance gap widens as poorer pupils fall behind Government data shows alarming absence rates are not improving https://schoolsweek.co.uk/attendance-gap-widens-as-poorer-pupils-fall-behind/,schoolsweek.co.uk,schools_week,Attendance gap widens as poorer pupils fall behind Government data shows alarming absence rates are not improving,0.311,0.689,0.0,-0.6522,negative
af02812c-35ad-4639-9b80-04ef31c494bd,5,4 September 2023,project_updates,"BERA Conference Symposium: Bridging the boundaries between research, policy and practice: the ESRC Education Research Programme poses new questions in search of different answers 13 September 2023 3.30pm - 5.00pm. Location MB 220 Speakers: Gemma Moss, Alice Bradbury, Rachel France and Louise Yorke. Discussant Viv Baumfield Other Upcoming events - Practical policies or bright ideas? How particular topics get to the front of the policy queue 19 October 2023, 5:30 pm–7:00 pm In this online panel discussion, policymakers, researchers and practitioners will debate how education policy priorities are shaped, and the extent to which they take into account realities on the ground. Using specific examples that highlight some of the difficulties in research, policy and practice working constructively together, the panel will consider how else good policy choices might be made. https://www.ucl.ac.uk/education-research-programme/events/2023/oct/practical-policies-or-bright-ideas-how-particular-topics-get-front-policy-queue",www.ucl.ac.uk,ucl,"BERA Conference Symposium: Bridging the boundaries between research, policy and practice: the ESRC Education Research Programme poses new questions in search of different answers 13 September 2023 3.30pm - 5.00pm. Location MB 220 Speakers: Gemma Moss, Alice Bradbury, Rachel France and Louise Yorke. Discussant Viv Baumfield Other Upcoming events - Practical policies or bright ideas? How particular topics get to the front of the policy queue 19 October 2023, 5:30 pm–7:00 pm In this online panel discussion, policymakers, researchers and practitioners will debate how education policy priorities are shaped, and the extent to which they take into account realities on the ground. Using specific examples that highlight some of the difficulties in research, policy and practice working constructively together, the panel will consider how else good policy choices might be made.",0.016,0.924,0.06,0.7184,positive
7e3db7c4-3aa1-4c73-9d28-26be91ae1664,5,4 September 2023,political_context_and_organisations,Normal working hours: Monday – Thursday 8am – 5.30pm,www.ucl.ac.uk,ucl,Normal working hours: Monday – Thursday 8am – 5.30pm,0.0,1.0,0.0,0.0,neutral
7c4bc5c2-2fd6-4f7b-86d5-235b0e40e47d,6,8 September 2023,project_updates,Stephen Gorard in the media The Guardian - https://www.theguardian.com/education/2023/aug/29/lack-diversity-teaching-means-minority-ethnic-pupils-england-miss-out Science X (Phys.org) - https://phys.org/news/2023-08-ethnic-disparity-teachers-pupils-england.html TES - https://www.tes.com/magazine/analysis/secondary/north-south-schools-attainment-gap-fears,www.theguardian.com,guardian,Stephen Gorard in the media The Guardian -  Science X (Phys.org) -  TES -,0.0,1.0,0.0,0.0,neutral
25d2c150-4e0d-4f5c-bb81-d5b7a7808ed7,6,8 September 2023,teacher_rrd,Teacher Tapp - Nearly three-fifths of teachers surveyed said cliques at school have affected staff wellbeing over the past year. https://teachertapp.co.uk/articles/timetables-and-toxicity-uniformity-and-discovery/,teachertapp.co.uk,teacher_tapp,Teacher Tapp - Nearly three-fifths of teachers surveyed said cliques at school have affected staff wellbeing over the past year.,0.078,0.922,0.0,-0.1531,negative
5daf4730-7495-4d85-be56-6f801eea189d,6,8 September 2023,teacher_rrd,"Millions Of GCSE Lessons Taught By Non-Specialist Teachers GCSE pupils across the UK have had more than 75 million lessons taught by non-specialist teachers in the last two years, according to research carried out by the Liberal Democrats. https://www.politicshome.com/news/article/millions-gcse-lessons-taught-nonspecialist-teachers-lib-dems Retaining high-quality teachers in disadvantaged communities is key to ensuring pupils' aspirations remain high, Teach First found, with new research showing that students from poorer backgrounds are more pessimistic about their future than their more well-off peers. https://www.tes.com/magazine/news/secondary/retaining-teachers-schools-disadvantaged-pupils-aspirations",www.politicshome.com,politics_home,"Millions Of GCSE Lessons Taught By Non-Specialist Teachers GCSE pupils across the UK have had more than 75 million lessons taught by non-specialist teachers in the last two years, according to research carried out by the Liberal Democrats.  Retaining high-quality teachers in disadvantaged communities is key to ensuring pupils' aspirations remain high, Teach First found, with new research showing that students from poorer backgrounds are more pessimistic about their future than their more well-off peers.",0.099,0.876,0.026,-0.7089,negative
bc99414e-9a35-468d-a007-9cdc1d0e8a93,6,8 September 2023,digital_ed,The Future of AI in Education: 13 Things We Can Do to Minimize the Damage Working paper co-authored by Dylan Wiliam. Potential long-term futures include: (1) AI Curtailment; (2) Fake Work; (3) Transhumanism; and (4) Universal Basic Income – each with very different implications for the future of education https://edarxiv.org/372vr/,edarxiv.org,education_arxiv,The Future of AI in Education: 13 Things We Can Do to Minimize the Damage Working paper co-authored by Dylan Wiliam. Potential long-term futures include: (1) AI Curtailment; (2) Fake Work; (3) Transhumanism; and (4) Universal Basic Income – each with very different implications for the future of education,0.118,0.882,0.0,-0.743,negative
044086b1-4eb7-4f74-af05-e0be287f2bb8,6,8 September 2023,digital_ed,"Artificial intelligence (AI) is still unsuitable for use in high-stakes exams, though it has the potential to reduce workload for teachers, the exam board AQA said. TES - https://www.tes.com/magazine/news/general/artificial-intelligence-assessment-aqa-exam-board AQA - https://filestore.aqa.org.uk/content/consultation-responses/AQA-DFE-CONSULTATION-GENERATIVE-AI-AUG23.PDF",www.tes.com,tes,"Artificial intelligence (AI) is still unsuitable for use in high-stakes exams, though it has the potential to reduce workload for teachers, the exam board AQA said. TES -  AQA -",0.0,0.903,0.097,0.4767,positive
be4fe8a5-4b5f-41d6-9de2-4e8df14f5b47,6,8 September 2023,digital_ed,DfE moves ahead with e-register plan amid attendance crackdown Electronic register mandate gives education secretary direct access to live absence rates https://schoolsweek.co.uk/dfe-moves-ahead-with-e-register-plan-amid-attendance-crackdown/,schoolsweek.co.uk,schools_week,DfE moves ahead with e-register plan amid attendance crackdown Electronic register mandate gives education secretary direct access to live absence rates,0.0,1.0,0.0,0.0,neutral
a54ae15b-cd3b-4dd1-8975-a8bf8ece04c1,6,8 September 2023,political_context_and_organisations,"The Scottish government has announced its 2023-24 Programme for Government, This will see the creation of an educational exchange programme – building on the initial ""test and learn"" project taking place this academic year – and a period of development working towards a new funding model for post-school education. https://www.gov.scot/publications/programme-government-2023-24/",www.gov.scot,scottish_government,"The Scottish government has announced its 2023-24 Programme for Government, This will see the creation of an educational exchange programme – building on the initial ""test and learn"" project taking place this academic year – and a period of development working towards a new funding model for post-school education.",0.0,0.958,0.042,0.2732,positive
28a803ca-a33d-4117-8fb2-b997405ab3c5,6,8 September 2023,events_opportunities_research,Transforming evidence in policy and practice A portfolio of collaborative research addresses gaps in our understanding of how evidence is made and used. https://transforming-evidence.org/projects,transforming-evidence.org,transforming_evidence,Transforming evidence in policy and practice A portfolio of collaborative research addresses gaps in our understanding of how evidence is made and used.,0.0,1.0,0.0,0.0,neutral
f41beec4-be12-43a8-b5fc-13c15d492c7b,6,8 September 2023,political_context_and_organisations,"Public Accounts Committee (PAC) - Government response to PAC recommendations on education recovery in schools in England Some recommendations that the DfE will take action on: The DfE has given answers to the queries raised by the PAC on pupil absence and the NTP https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1177814/E02961984_CP_921_Treasury_Minutes_Web_Accessible.pdf#page=6 Lack of catch-up plan widens regional results gap Sir Kevan Collins, the Government's former education recovery tsar, has warned that the Government's failure to invest in a full catch-up plan for schools post-Covid has contributed to a widening gap in exam results between pupils in the north and south. Collins argued that increasing rates of absenteeism and a ""piecemeal"" approach to catching up had fed through to A-level and GCSE results. Collins said: ""This was the biggest disruption in education since the second world war and there was no moment of saying: 'Right, we are going to grab this and address it.'"" He added that ministers made a ""huge mistake"" and ""let children down"". He urged Rishi Sunak to revisit the problem, stating: ""It's not too late to support the groups coming through. It's not only about money, it's about money alongside signals and supporting schools. It's about making clear this is something we nationally prioritise and I don't think that message has got across."" The Sunday Times",assets.publishing.service.gov.uk,uk_government,"Public Accounts Committee (PAC) - Government response to PAC recommendations on education recovery in schools in England Some recommendations that the DfE will take action on: The DfE has given answers to the queries raised by the PAC on pupil absence and the NTP  Lack of catch-up plan widens regional results gap Sir Kevan Collins, the Government's former education recovery tsar, has warned that the Government's failure to invest in a full catch-up plan for schools post-Covid has contributed to a widening gap in exam results between pupils in the north and south. Collins argued that increasing rates of absenteeism and a ""piecemeal"" approach to catching up had fed through to A-level and GCSE results. Collins said: ""This was the biggest disruption in education since the second world war and there was no moment of saying: 'Right, we are going to grab this and address it.'"" He added that ministers made a ""huge mistake"" and ""let children down"". He urged Rishi Sunak to revisit the problem, stating: ""It's not too late to support the groups coming through. It's not only about money, it's about money alongside signals and supporting schools. It's about making clear this is something we nationally prioritise and I don't think that message has got across."" The Sunday Times",0.102,0.853,0.045,-0.9081,negative
fac43f78-f67e-4d8b-ac93-bdf5326b9ad2,6,8 September 2023,teacher_rrd,"Retaining high-quality teachers in disadvantaged communities is key to ensuring pupils' aspirations remain high, Teach First found, with new research showing that students from poorer backgrounds are more pessimistic about their future than their more well-off peers. https://www.tes.com/magazine/news/secondary/retaining-teachers-schools-disadvantaged-pupils-aspirations",www.tes.com,tes,"Retaining high-quality teachers in disadvantaged communities is key to ensuring pupils' aspirations remain high, Teach First found, with new research showing that students from poorer backgrounds are more pessimistic about their future than their more well-off peers.",0.185,0.766,0.049,-0.7089,negative
2d52eff7-c276-43fc-b07c-5d1d9f298b29,6,8 September 2023,political_context_and_organisations,Why are Britain's kids refusing to go to school? As a new school year begins more children than ever were worried about returning. What's being done to get them into the classroom – and is that always the best idea? https://www.theguardian.com/education/2023/sep/02/children-are-holding-a-mirror-up-to-us-why-are-britains-kids-refusing-to-go-to-school,www.theguardian.com,guardian,Why are Britain's kids refusing to go to school? As a new school year begins more children than ever were worried about returning. What's being done to get them into the classroom – and is that always the best idea?,0.113,0.796,0.09,0.168,positive
8e9a20f3-23ed-4cb2-9618-1e7bd992a284,6,8 September 2023,political_context_and_organisations,Normal working hours: Monday – Thursday 8am – 5.30pm,www.ucl.ac.uk,ucl,Normal working hours: Monday – Thursday 8am – 5.30pm,0.0,1.0,0.0,0.0,neutral
78141491-a736-48aa-b868-dbd6c5e9322e,7,15 September 2023,project_updates,"Artificial Intelligence and Education: A Reading List JStor has put out a bibliography to help educators prepare students and themselves for a future shaped by AI—with all its opportunities and drawbacks. https://daily.jstor.org/artificial-intelligence-and-education-a-reading-list/ An article by Rebecca Eynon and colleagues is on it: Nabeel Gillani, Rebecca Eynon, Catherine Chiabaut, and Kelsey Finkel, "" Unpacking the 'Black Box' of AI in Education ,"" Educational Technology & Society 26, no. 1 (2023): 99–111.",daily.jstor.org,jstor_daily,"Artificial Intelligence and Education: A Reading List JStor has put out a bibliography to help educators prepare students and themselves for a future shaped by AI—with all its opportunities and drawbacks.  An article by Rebecca Eynon and colleagues is on it: Nabeel Gillani, Rebecca Eynon, Catherine Chiabaut, and Kelsey Finkel, "" Unpacking the 'Black Box' of AI in Education ,"" Educational Technology & Society 26, no. 1 (2023): 99–111.",0.0,0.887,0.113,0.8126,positive
b8f4c302-19a6-407f-8b81-9c5900fa19b2,7,15 September 2023,teacher_rrd,"6 ways to solve teacher shortages, according to experts 'Golden handcuffs', a retention inquiry and more staff poaching schemes could all provide solutions, MPs told https://schoolsweek.co.uk/6-ways-to-solve-teacher-shortages-according-to-experts/",schoolsweek.co.uk,schools_week,"6 ways to solve teacher shortages, according to experts 'Golden handcuffs', a retention inquiry and more staff poaching schemes could all provide solutions, MPs told",0.059,0.812,0.129,0.2263,positive
9fb51955-5619-4468-b7f0-7fcd33b59c8b,7,15 September 2023,digital_ed,Screen Time: Impact on education and wellbeing - Education Committee | Closes: Monday 16 October 2023 https://committees.parliament.uk/work/7912/screen-time-impacts-on-education-and-wellbeing/?utm_source=Knowledge+Exchange+Unit+%28KEU%29&utm_campaign=75f2daa671-KEU_KnowledgeMob_WeeklyRoundup_14%2F09%2F2023&utm_medium=email&utm_term=0_e7485331af-75f2daa671-104568368&mc_cid=75f2daa671&mc_eid=882cb7f6bb,committees.parliament.uk,uk_parliament,Screen Time: Impact on education and wellbeing - Education Committee | Closes: Monday 16 October 2023,0.0,1.0,0.0,0.0,neutral
af152f48-b96c-4db6-87d6-09f0bf7506e3,7,15 September 2023,political_context_and_organisations,Lib Dems on Education https://www.libdems.org.uk/conference/motions/autumn-2023/f19,www.libdems.org.uk,liberal_democrats,Lib Dems on Education,0.0,1.0,0.0,0.0,neutral
24fdb581-5565-48fb-aa07-670912c5317b,7,15 September 2023,political_context_and_organisations,"Labour Party Education Policies: Ranked by Teachers! TeacherTapp - https://teachertapp.co.uk/articles/labour-party-policies-ranked-comparative-judgement/ Report prepared for the Child of the North All-Party Parliamentary Group (APPG) highlights how a failure to address childhood inequality is creating a ""conveyor belt of disadvantage."" Also includes a chapter on how universities can work with LAs APPG Report - https://www.thenhsa.co.uk/app/uploads/2023/09/APPG-REPORT-SEPT-23.pdf Report - https://www.york.ac.uk/news-and-events/news/2023/research/child-of-north-report/",teachertapp.co.uk,teacher_tapp,"Labour Party Education Policies: Ranked by Teachers! TeacherTapp -  Report prepared for the Child of the North All-Party Parliamentary Group (APPG) highlights how a failure to address childhood inequality is creating a ""conveyor belt of disadvantage."" Also includes a chapter on how universities can work with LAs APPG Report -  Report -",0.101,0.781,0.118,-0.1511,negative
a72e660c-de96-4fef-acc9-eddf0a2b154a,7,15 September 2023,events_opportunities_research,An interactive map of school partnerships in England The Centre for Education and Youth has launched a visual interactive map showing how local authorities and schools are collaborating at local level and contributing to a national conversation about place-based education and levelling up Centre for Education and Youth - https://cfey.org/reports/2023/09/map-of-local-school-collaborations/,cfey.org,centre_for_education_and_youth,An interactive map of school partnerships in England The Centre for Education and Youth has launched a visual interactive map showing how local authorities and schools are collaborating at local level and contributing to a national conversation about place-based education and levelling up Centre for Education and Youth -,0.0,0.97,0.03,0.128,positive
f4d2f8ed-0798-49bd-baa2-cde2d46b0002,7,15 September 2023,political_context_and_organisations,"We can't tackle attendance if we don't tackle poverty A 100 per cent attendance target is a blunt tool for fixing systemic problems and will only make matters worse, says Nadeine Asbali https://schoolsweek.co.uk/we-cant-tackle-attendance-if-we-dont-tackle-poverty/",schoolsweek.co.uk,schools_week,"We can't tackle attendance if we don't tackle poverty A 100 per cent attendance target is a blunt tool for fixing systemic problems and will only make matters worse, says Nadeine Asbali",0.154,0.745,0.101,-0.4585,negative
0c4560b8-5a86-450a-9dd4-94f4e301a3d0,7,15 September 2023,political_context_and_organisations,Absence and attainment in primary schools in 2023: a new blog from FFT Education Datalab looking at the relationship between the two. https://ffteducationdatalab.org.uk/2023/09/absence-and-attainment-in-primary-schools-in-2023/,ffteducationdatalab.org.uk,fft_ed_datalab,Absence and attainment in primary schools in 2023: a new blog from FFT Education Datalab looking at the relationship between the two.,0.0,1.0,0.0,0.0,neutral
b49d74f7-f842-4643-9d10-a0cc60a53202,7,15 September 2023,project_updates,"An article by Rebecca Eynon and colleagues is on it: Nabeel Gillani, Rebecca Eynon, Catherine Chiabaut, and Kelsey Finkel, "" Unpacking the 'Black Box' of AI in Education ,"" Educational Technology & Society 26, no. 1 (2023): 99–111.",www.jstor.org,jstor,"An article by Rebecca Eynon and colleagues is on it: Nabeel Gillani, Rebecca Eynon, Catherine Chiabaut, and Kelsey Finkel, "" Unpacking the 'Black Box' of AI in Education ,"" Educational Technology & Society 26, no. 1 (2023): 99–111.",0.0,1.0,0.0,0.0,neutral
9c3d9553-be21-45a5-9b1e-f9f526806a9e,7,15 September 2023,digital_ed,Select committee inquiry Screen Time: Impact on education and wellbeing - Education Committee | Closes: Monday 16 October 2023 https://committees.parliament.uk/work/7912/screen-time-impacts-on-education-and-wellbeing/?utm_source=Knowledge+Exchange+Unit+%28KEU%29&utm_campaign=75f2daa671-KEU_KnowledgeMob_WeeklyRoundup_14%2F09%2F2023&utm_medium=email&utm_term=0_e7485331af-75f2daa671-104568368&mc_cid=75f2daa671&mc_eid=882cb7f6bb,committees.parliament.uk,uk_parliament,Select committee inquiry Screen Time: Impact on education and wellbeing - Education Committee | Closes: Monday 16 October 2023,0.0,1.0,0.0,0.0,neutral
85fca1b7-8cd8-4fe2-a3c1-9a2a7f4db5d8,7,15 September 2023,political_context_and_organisations,Gearing up for conference season: Lib Dems on Education https://www.libdems.org.uk/conference/motions/autumn-2023/f19,www.libdems.org.uk,liberal_democrats,Gearing up for conference season: Lib Dems on Education,0.0,1.0,0.0,0.0,neutral
9422ca2d-5615-4215-8ba6-c76b5c322907,7,15 September 2023,political_context_and_organisations,Labour Labour Party Education Policies: Ranked by Teachers! TeacherTapp - https://teachertapp.co.uk/articles/labour-party-policies-ranked-comparative-judgement/,teachertapp.co.uk,teacher_tapp,Labour Labour Party Education Policies: Ranked by Teachers! TeacherTapp -,0.0,0.751,0.249,0.4574,positive
d8ac3661-3b14-4130-930d-76de7503b700,7,15 September 2023,political_context_and_organisations,"Report prepared for the Child of the North All-Party Parliamentary Group (APPG) highlights how a failure to address childhood inequality is creating a ""conveyor belt of disadvantage."" Also includes a chapter on how universities can work with LAs APPG Report - https://www.thenhsa.co.uk/app/uploads/2023/09/APPG-REPORT-SEPT-23.pdf",www.thenhsa.co.uk,northern_health_science_alliance,"Report prepared for the Child of the North All-Party Parliamentary Group (APPG) highlights how a failure to address childhood inequality is creating a ""conveyor belt of disadvantage."" Also includes a chapter on how universities can work with LAs APPG Report -",0.129,0.784,0.087,-0.4588,negative
31ee0a17-4b1b-4be9-ae9b-68ce041e19bf,7,15 September 2023,political_context_and_organisations,"Here are some of the stories in the news shaping the agenda: We can't tackle attendance if we don't tackle poverty A 100 per cent attendance target is a blunt tool for fixing systemic problems and will only make matters worse, says Nadeine Asbali https://schoolsweek.co.uk/we-cant-tackle-attendance-if-we-dont-tackle-poverty/",schoolsweek.co.uk,schools_week,"Here are some of the stories in the news shaping the agenda: We can't tackle attendance if we don't tackle poverty A 100 per cent attendance target is a blunt tool for fixing systemic problems and will only make matters worse, says Nadeine Asbali",0.117,0.806,0.077,-0.4585,negative
3527fbbf-5a81-4921-903a-afa4ff44d748,8,19 October 2023,events_opportunities_research,"BERA Presentations David Lundie, Jeremy Knox, John Gordon, Bob Davies, James Conray and others presented a symposium on 'TEACHING FOR DIGITAL CITIZENSHIP: DATA ETHICS IN THE LIVED EXPERIENCE OF SECONDARY STUDENTS AND TEACHERS' https://www.de.ed.ac.uk/news/ecer-symposium Toby Greany presented papers on Leadership across Partnerships and Networks and was part of the panel discussion in a session organised by OECD on Talking the talk, walking the walk: Have we mobilised research on knowledge mobilisation? Gemma Moss presented a paper called: Resetting Agendas for Educational Research Post COVID: Whose voice counts? Rob Klassen and Sophie Thompson-Lee attended EARLI in Thessaloniki and presented on 'Building a Better Understand of Teachers' Well-being.' Rob also chaired a panel on 'Revisting Effects of Teacher Characteristics on Stress: A Virtual Reality Study.' Sarah Chicken and t he Children's Participation in Schools project recently presented at the 2023 European Early Childhood Education Research Association (EECERA) conference in Lisbon, Portugal. https://childrens-participation.org/news/25/25/european-early-childhood-education-research-association",www.de.ed.ac.uk,university_of_edinburgh,"BERA Presentations David Lundie, Jeremy Knox, John Gordon, Bob Davies, James Conray and others presented a symposium on 'TEACHING FOR DIGITAL CITIZENSHIP: DATA ETHICS IN THE LIVED EXPERIENCE OF SECONDARY STUDENTS AND TEACHERS'  Toby Greany presented papers on Leadership across Partnerships and Networks and was part of the panel discussion in a session organised by OECD on Talking the talk, walking the walk: Have we mobilised research on knowledge mobilisation? Gemma Moss presented a paper called: Resetting Agendas for Educational Research Post COVID: Whose voice counts? Rob Klassen and Sophie Thompson-Lee attended EARLI in Thessaloniki and presented on 'Building a Better Understand of Teachers' Well-being.' Rob also chaired a panel on 'Revisting Effects of Teacher Characteristics on Stress: A Virtual Reality Study.' Sarah Chicken and t he Children's Participation in Schools project recently presented at the 2023 European Early Childhood Education Research Association (EECERA) conference in Lisbon, Portugal.",0.066,0.916,0.018,-0.8156,negative
2d9bbc41-e009-4117-a7c9-98fb898a47cd,8,19 October 2023,project_updates,Digital methods and the digital native: A cautionary note for participatory researchers Blog post from Rebecca Eynon's project https://edtech.oii.ox.ac.uk/digital-methods-and-the-digital-native-a-cautionary-note-for-participatory-researchers/,edtech.oii.ox.ac.uk,oii_edtech_equity,Digital methods and the digital native: A cautionary note for participatory researchers Blog post from Rebecca Eynon's project,0.0,1.0,0.0,0.0,neutral
fb722ff1-08ff-4c1f-90fd-e83f6fb69669,8,19 October 2023,project_updates,Should you send your child to an academy or a council-run school? Why Ofsted results don't mean much Stephen Gorard on The Conversation https://theconversation.com/should-you-send-your-child-to-an-academy-or-a-council-run-school-why-ofsted-results-dont-mean-much-211370,theconversation.com,conversation,Should you send your child to an academy or a council-run school? Why Ofsted results don't mean much Stephen Gorard on The Conversation,0.0,1.0,0.0,0.0,neutral
6b58211e-a0a9-47d7-bc14-7de9016002eb,8,19 October 2023,teacher_rrd,"New taskforce to tackle teacher workload Government announces membership of taskforce working towards reducing teacher and leader workload, alongside support to embed flexible working. https://www.gov.uk/government/news/new-taskforce-to-tackle-teacher-workload",www.gov.uk,uk_government,"New taskforce to tackle teacher workload Government announces membership of taskforce working towards reducing teacher and leader workload, alongside support to embed flexible working.",0.0,0.827,0.173,0.5574,positive
2d186242-a8e1-410a-bbd9-686b8d47e6b8,8,19 October 2023,digital_ed,AI in schools now Oriel Square report on Generative AI and the impact on teachers and learners. Report covers the key talking points from teacher roundtable. https://www.orielsquare.co.uk/ai-in-schools-now/,www.orielsquare.co.uk,oriel_square,AI in schools now Oriel Square report on Generative AI and the impact on teachers and learners. Report covers the key talking points from teacher roundtable.,0.0,1.0,0.0,0.0,neutral
26da099c-a6b9-4099-8bd1-61db78b22586,8,19 October 2023,political_context_and_organisations,The Children's Commissioner launches new campaign to hear from children ahead of the General Election The Big Ambition is a survey to capture children and young people's voices. The results will be used to ensure their voices are reflected in the decisions that will affect them in years to come https://www.childrenscommissioner.gov.uk/media-centre/the-childrens-commissioner-launches-new-campaign-to-hear-from-children-ahead-of-the-general-election/ Child Poverty Action Group - 'There is only so much we can do' School staff in England on the impact of poverty on children and school life - September 2023 https://cpag.org.uk/sites/default/files/files/policypost/Education_Anti-Poverty_Coalition_Report_2023.pdf,www.childrenscommissioner.gov.uk,childrens_commissioner,The Children's Commissioner launches new campaign to hear from children ahead of the General Election The Big Ambition is a survey to capture children and young people's voices. The results will be used to ensure their voices are reflected in the decisions that will affect them in years to come  Child Poverty Action Group - 'There is only so much we can do' School staff in England on the impact of poverty on children and school life - September 2023,0.077,0.893,0.03,-0.6124,negative
e9bedef8-6231-4104-b05f-61f6910296f6,8,19 October 2023,political_context_and_organisations,NfER - Cost-of-living crisis: Impact on schools School provision https://www.nfer.ac.uk/media/5493/cost_of_living_impact_on_schools_school_provision.pdf,www.nfer.ac.uk,nfer,NfER - Cost-of-living crisis: Impact on schools School provision,0.339,0.661,0.0,-0.6249,negative
c83ff512-16bf-4d6c-b51b-1b4e9dc41c9d,8,19 October 2023,political_context_and_organisations,"Next event: 19 October 2023, 5:30 pm–7:00 pm Practical policies or bright ideas? How particular topics get to the front of the policy queue Register here: https://www.ucl.ac.uk/education-research-programme/events/2023/oct/practical-policies-or-bright-ideas-how-particular-topics-get-front-policy-queue",www.ucl.ac.uk,ucl,"Next event: 19 October 2023, 5:30 pm–7:00 pm Practical policies or bright ideas? How particular topics get to the front of the policy queue Register here:",0.0,0.896,0.104,0.4404,positive
f2122e48-cbab-4fc9-89c4-56dccb1d9bd1,8,19 October 2023,events_opportunities_research,"Many of the ERP team have been busy during conference season. Below is a brief round up of the main activity we are aware of. Please do let us know if you attended any conferences and we would be happy to share in the next edition. If you would like to share your slides, please do reply to this email so that we can investigate building a slide hub. Below are a selection of photos of presentations taken from Twitter. BERA Presentations David Lundie, Jeremy Knox, John Gordon, Bob Davies, James Conray and others presented a symposium on 'TEACHING FOR DIGITAL CITIZENSHIP: DATA ETHICS IN THE LIVED EXPERIENCE OF SECONDARY STUDENTS AND TEACHERS' https://www.de.ed.ac.uk/news/ecer-symposium",www.de.ed.ac.uk,university_of_edinburgh,"Many of the ERP team have been busy during conference season. Below is a brief round up of the main activity we are aware of. Please do let us know if you attended any conferences and we would be happy to share in the next edition. If you would like to share your slides, please do reply to this email so that we can investigate building a slide hub. Below are a selection of photos of presentations taken from Twitter. BERA Presentations David Lundie, Jeremy Knox, John Gordon, Bob Davies, James Conray and others presented a symposium on 'TEACHING FOR DIGITAL CITIZENSHIP: DATA ETHICS IN THE LIVED EXPERIENCE OF SECONDARY STUDENTS AND TEACHERS'",0.0,0.876,0.124,0.9217,positive
5103cccb-325e-47f0-b5b2-7735a01ff742,8,19 October 2023,events_opportunities_research,"Toby Greany presented papers on Leadership across Partnerships and Networks and was part of the panel discussion in a session organised by OECD on Talking the talk, walking the walk: Have we mobilised research on knowledge mobilisation? Gemma Moss presented a paper called: Resetting Agendas for Educational Research Post COVID: Whose voice counts? Rob Klassen and Sophie Thompson-Lee attended EARLI in Thessaloniki and presented on 'Building a Better Understand of Teachers' Well-being.' Rob also chaired a panel on 'Revisting Effects of Teacher Characteristics on Stress: A Virtual Reality Study.' Sarah Chicken and t he Children's Participation in Schools project recently presented at the 2023 European Early Childhood Education Research Association (EECERA) conference in Lisbon, Portugal. https://childrens-participation.org/news/25/25/european-early-childhood-education-research-association",childrens-participation.org,childrends_participation_in_schools,"Toby Greany presented papers on Leadership across Partnerships and Networks and was part of the panel discussion in a session organised by OECD on Talking the talk, walking the walk: Have we mobilised research on knowledge mobilisation? Gemma Moss presented a paper called: Resetting Agendas for Educational Research Post COVID: Whose voice counts? Rob Klassen and Sophie Thompson-Lee attended EARLI in Thessaloniki and presented on 'Building a Better Understand of Teachers' Well-being.' Rob also chaired a panel on 'Revisting Effects of Teacher Characteristics on Stress: A Virtual Reality Study.' Sarah Chicken and t he Children's Participation in Schools project recently presented at the 2023 European Early Childhood Education Research Association (EECERA) conference in Lisbon, Portugal.",0.083,0.893,0.023,-0.8156,negative
f518d316-e600-4854-8b53-3c0093ac917b,8,19 October 2023,political_context_and_organisations,Child Poverty Action Group - 'There is only so much we can do' School staff in England on the impact of poverty on children and school life - September 2023 https://cpag.org.uk/sites/default/files/files/policypost/Education_Anti-Poverty_Coalition_Report_2023.pdf,cpag.org.uk,child_poverty_action_group,Child Poverty Action Group - 'There is only so much we can do' School staff in England on the impact of poverty on children and school life - September 2023,0.191,0.809,0.0,-0.765,negative
92b73099-8bd0-4555-b75e-73f5e42e4ed4,9,19 October 2023,project_updates,Professional knowledge and research-informed practice: Time for a rethink? Gemma Moss and Rachel France in Impact Journal https://my.chartered.college/impact_article/professional-knowledge-and-research-informed-practice-time-for-a-rethink/,my.chartered.college,cct,Professional knowledge and research-informed practice: Time for a rethink? Gemma Moss and Rachel France in Impact Journal,0.0,1.0,0.0,0.0,neutral
d6a01589-fb0c-40b6-bf07-608107404b96,9,19 October 2023,teacher_rrd,"How do you solve a problem like teacher workload? Schools Week looks at the barriers and ideas for reducing teacher workload, as the government sets up a new taskforce https://schoolsweek.co.uk/how-do-you-solve-a-problem-like-teacher-workload/",schoolsweek.co.uk,schools_week,"How do you solve a problem like teacher workload? Schools Week looks at the barriers and ideas for reducing teacher workload, as the government sets up a new taskforce",0.082,0.788,0.13,0.1531,positive
602dfbdf-049f-486c-b4a1-03b8f35e6360,9,19 October 2023,teacher_rrd,"NFER Report - Cost-of-living crisis: Impact on schools Findings highlight that cost-of-living pressures, together with existing pressures, are having a profound impact on pupils and their schools. https://www.nfer.ac.uk/media/5506/cost_of_living_school_staff_embargoed.pdf",www.nfer.ac.uk,nfer,"NFER Report - Cost-of-living crisis: Impact on schools Findings highlight that cost-of-living pressures, together with existing pressures, are having a profound impact on pupils and their schools.",0.255,0.674,0.07,-0.743,negative
