id,newsletter_number,issue_date,theme,subtheme,title,description,link
39f3a21b-d637-4361-be68-536ce723bae9,9,19 October 2023,Political landscape & key organisations,nan,*For Labour conference pass holders only,https://epi.org.uk/events/labour-party-conference-prioritising-equality-education-policy-as-a-lever-to-tackling-disadvantage-and-inequalities/,https://epi.org.uk/events/labour-party-conference-prioritising-equality-education-policy-as-a-lever-to-tackling-disadvantage-and-inequalities
95e4656f-aa4a-45b7-b0c8-5346d69201f5,9,19 October 2023,What Matters in Education?,nan,"Next event: 19 October 2023, 5:30 pm–7:00 pm Practical policies or bright ideas? How particular topics get to the front of the policy queue",Register here: https://www.ucl.ac.uk/education-research-programme/events/2023/oct/practical-policies-or-bright-ideas-how-particular-topics-get-front-policy-queue,https://www.ucl.ac.uk/education-research-programme/events/2023/oct/practical-policies-or-bright-ideas-how-particular-topics-get-front-policy-queue
3d25eabf-9d0f-489b-aca2-6450c6e4fbfc,9,19 October 2023,Political landscape & key organisations,nan,"It's the Lib Dem party conference this week. Education pledges include making (12-week programmes of) tutoring a permanent fixture, backed by £390m and targeted toward pupils most in need. Full rundown on Schools Week - https://schoolsweek.co.uk/the-23-schools-policies-signed-off-at-lib-dem-conference/",nan,https://schoolsweek.co.uk/the-23-schools-policies-signed-off-at-lib-dem-conference
7c28cce6-43ba-480f-aa5e-36d093c58484,9,19 October 2023,Political landscape & key organisations,nan,EPI at Labour Party Conference,Prioritising equality – education policy as a lever to tackling disadvantage and inequalities 10th October 2023 10/10/2023 12:00-13:15 *For Labour conference pass holders only https://epi.org.uk/events/labour-party-conference-prioritising-equality-education-policy-as-a-lever-to-tackling-disadvantage-and-inequalities/,https://epi.org.uk/events/labour-party-conference-prioritising-equality-education-policy-as-a-lever-to-tackling-disadvantage-and-inequalities
8d85304d-7bbd-4f7c-964a-29fcf07ac620,9,19 October 2023,What Matters in Education?,nan,"The Education Research Programme in partnership with UCL Institute of Education has begun a panel discussion series called ' What Matters in Education? ' Policymakers, researchers and practitioners are invited to debate a topical issue in education.",nan,https://www.ucl.ac.uk/ioe/research/what-matters-education
98bbe362-5c8d-4d6d-92d0-d0f13a7d0652,10,09 October 2023,"Teacher recruitment, retention & development",nan,Working lives of teachers and leaders,"This report presents the findings of the first wave of the Working Lives of Teachers and Leaders survey carried out in spring 2022. Findings are based on responses from 11,177 leaders and teachers. Summary of findings",https://www.workinglivesofteachers.com/wp-content/uploads/2023/04/Working-Lives-of-Teachers-and-Leaders-Y1-Findings.pdf
9014d6fc-235a-4984-ab0e-2cee41f8070d,10,09 October 2023,EdTech,nan,Artificial intelligence and education,"The Nuffield Foundation and its centre the Ada Lovelace Institute are collaborating on new research into the role of artificial intelligence (AI) and data-driven technologies in education. The 18-month project includes a landscape review of technologies used in education in UK state-funded primary and secondary schools. It will also identify stakeholders from the public, private and third sector, evaluate the current policy landscape, and note any gaps and opportunities that might benefit from further research.",https://www.adalovelaceinstitute.org/
16d8ee17-ee18-43ba-bc12-8614a7b53e10,10,09 October 2023,EdTech,nan,OECD - Public consultation on Generative AI in the Classroom,This background paper serves as input to the discussions to be held during the OECD Schools+ Network meeting in May 2023. It aims to provide an overview of the major issues which Generative AI has raised for classrooms and schools. Read report,https://one.oecd.org/document/EDU/EDPC(2023)11/en/pdf?sessionId=1693235164115
bb8b2b7b-7259-4cba-a85d-5f0f65574d9b,10,09 October 2023,Political landscape & key organisations,nan,At t he Conservative party conference.,nan,nan
9ad9e3e2-c27b-40cb-8028-a33abaedf14f,10,09 October 2023,Political landscape & key organisations,nan,Gillian Keegan plans to ban mobile phones from English schools,Guardian report,https://www.theguardian.com/education/2023/oct/02/gillian-keegan-plans-to-ban-mobile-phones-from-english-schools
863bb725-744c-4c6e-b97e-f1ec4ee5df59,10,09 October 2023,Political landscape & key organisations,nan,"Rishi Sunak announces plans to replace A Levels and T Levels with a new single ""Advanced British Standard qualification",Schools Week report,https://schoolsweek.co.uk/sunak-to-replace-a-levels-with-advanced-british-standard-qualification
faf2746c-4d60-40fc-8501-e0975d848c9b,10,09 October 2023,Political landscape & key organisations,nan,"Tackle school absence crisis with better mental health and SEND support and urgent legislation, says Education Committee",The Education Committee has proposed a range of measures to reverse the worrying trend of children's absence from school. View the report from the Education Committee,https://committees.parliament.uk/committee/203/education-committee/news/197667/tackle-school-absence-crisis-with-better-mental-health-and-send-support-and-urgent-legislation-says-education-committee
2c13781e-685b-4b75-b83b-ab9f66c9843f,10,09 October 2023,What Matters in Education?,nan,"Next event: 19 October 2023, 5:30 pm–7:00 pm Practical policies or bright ideas? How particular topics get to the front of the policy queue",Register for the event,https://www.ucl.ac.uk/education-research-programme/events/2023/oct/practical-policies-or-bright-ideas-how-particular-topics-get-front-policy-queue
97a6ef72-0d9d-4e1f-b626-98dfad5181a5,10,09 October 2023,Programme news,nan,"The ESRC's Work, Education and Skills (WES) team are exploring the potential shape of a new, forward-looking education research agenda and are very keen to hear from the academic, policy, and practice communities about what you think will be the big persistent and future challenges over the coming decades in the following priority areas:","· Societal impacts on educational provision and learner experience · Educational inequalities · Special Educational Needs and Disability · Skills for life For full details and the opportunity to submit your ideas , here is the link to the horizon scanning survey :",https://engagementhub.ukri.org/esrc-1/weshorizonscanningsurvey
7608cc7b-bced-4115-b897-e216a2d6e5fc,10,09 October 2023,Political landscape & key organisations,nan,At t he Conservative party conference.,Gillian Keegan plans to ban mobile phones from English schools Guardian report,https://www.theguardian.com/education/2023/oct/02/gillian-keegan-plans-to-ban-mobile-phones-from-english-schools
da4c0c10-9932-482f-a0ae-6d0e95371395,10,09 October 2023,What Matters in Education?,nan,"The Education Research Programme in partnership with UCL Institute of Education has begun a panel discussion series called ' What Matters in Education? ' Policymakers, researchers and practitioners are invited to debate a topical issue in education.",nan,https://www.ucl.ac.uk/ioe/research/what-matters-education
caee1b8e-c909-450e-b99a-5cf7838ac78d,11,13 October 2023,Programme news,nan,Attention ethnographers: Special issue of Anthropology & Education Quarterly,"Many of the projects are using ethnographic approaches and David Lundie is looking into a Special issue of Anthropology & Education Quarterly reporting on all of the ethnographic studies in the call. Let David Lundie know if you are using ethnography and would like to be involved. Email: David.lundie@glasgow.ac.uk Please do join us for our next event: 19 October 2023, 5:30 pm–7:00 pm Practical policies or bright ideas? How particular topics get to the front of the policy queue Register",mailto:David.lundie@glasgow.ac.uk
e2e1d398-7063-4447-b267-f91dd20d3f75,11,13 October 2023,"Teacher recruitment, retention & development",nan,£196 million to support new trainee teachers,Teacher recruitment will see a huge boost this academic year with £196 million to attract more teachers across key subjects. Press release,https://www.gov.uk/government/news/196-million-to-support-new-trainee-teachers
10a61a5a-2613-4433-9863-b98a00ad2c8f,11,13 October 2023,EdTech,nan,Education 'hackathon' could test AI role in EHCPs and careers advice,The artificial intelligence firm linked to Vote Leave campaign wins £350k government contract to run first-of-kind event Schools Week report,https://schoolsweek.co.uk/education-hackathon-could-test-ai-role-in-ehcps-and-careers-advice
ceb7dae1-3e6b-4062-a8fd-1cb2896aeb27,11,13 October 2023,Political landscape & key organisations,nan,At t he Labour party conference,nan,nan
64763e93-047f-487d-ae11-d880c9b411d4,11,13 October 2023,Political landscape & key organisations,nan,Phillipson: We need to do 'much more' on education,"Shadow education secretary also said 'resetting the relationship' between the government and sector is key to delivering pledge to recruit 6,500 more teachers Schools Week Round up Full text of speech",https://schoolsweek.co.uk/phillipson-we-need-to-do-much-more-on-education
5b7ace51-86f9-4aa2-b7b9-b6171e29945a,11,13 October 2023,Political landscape & key organisations,nan,Teacher Tapp – Practitioner response to policies announced in conference season,Blog post,https://teachertapp.co.uk/articles/what-did-you-make-of-the-policies-announced-during-conference-season
c0918be5-0885-4db4-b671-6c12de9377ec,11,13 October 2023,Political landscape & key organisations,nan,EPI – Annual report including policy recommendations,Report,https://epi.org.uk/publications-and-research/annual-report-2023
0ed66422-ecab-47e2-9ea8-9d082b69a4b5,11,13 October 2023,Political landscape & key organisations,nan,Did exclusions and suspensions increase in 2022/23?,Blog post,https://ffteducationdatalab.org.uk/2023/10/did-exclusions-and-suspensions-increase-in-2022-23
8d222cdf-a269-47e3-85ad-e53d6e984fe6,11,13 October 2023,Political landscape & key organisations,nan,The place of area based education partnerships,Blog post from Manchester University,https://blog.policy.manchester.ac.uk/posts/2023/09/the-place-of-area-based-education-partnerships?gator_td=YBebto6w1Ep7LeHVkAuee57kX5whqTETdIoQsnBFm1V7cCtw%2FXk297fy0gN4egpiM6L40pBDrC98KYOHGw0tex2QBnnFi32jV7v1dTHOLus8%2FyMHOR1TdPwWKUSfYRPicvmsiCy4FS6mvJhQ7%2BZbqaR%2BX9aAeKLGU%2FurngidEpY%3D
587c01cd-993e-4955-a014-f6837c27a5a9,11,13 October 2023,What Matters in Education?,nan,"Next event: 19 October 2023, 5:30 pm–7:00 pm Practical policies or bright ideas? How particular topics get to the front of the policy queue",Register for the event,https://www.ucl.ac.uk/education-research-programme/events/2023/oct/practical-policies-or-bright-ideas-how-particular-topics-get-front-policy-queue
7399a6c0-0b06-49e5-8090-e14d58d06aa4,11,13 October 2023,Programme news,nan,"Please do join us for our next event: 19 October 2023, 5:30 pm–7:00 pm Practical policies or bright ideas? How particular topics get to the front of the policy queue",Register,https://www.ucl.ac.uk/education-research-programme/events/2023/oct/practical-policies-or-bright-ideas-how-particular-topics-get-front-policy-queue
7fb3f173-13e2-4818-91dc-e6feb069cb3f,11,13 October 2023,Project news,nan,Beng Huat See's presentation on teacher wellbeing at BERA has been selected as a special piece of work commissioned from Sketchnotes UK.,See the Tweet – and the artwork,https://twitter.com/beng_see/status/1712406120021495864
89a44444-d245-44df-bfd0-4faedb06c988,11,13 October 2023,Political landscape & key organisations,nan,At t he Labour party conference,"Phillipson: We need to do 'much more' on education Shadow education secretary also said 'resetting the relationship' between the government and sector is key to delivering pledge to recruit 6,500 more teachers Schools Week Round up",https://schoolsweek.co.uk/phillipson-we-need-to-do-much-more-on-education
6d25e485-f89b-4626-8dd9-7d1229bf75d4,11,13 October 2023,Political landscape & key organisations,nan,Full text of speech,nan,https://schoolsweek.co.uk/bridget-phillipson-full-text-of-labour-conference-2023-speech
a7b5abec-4e6f-4d1d-830f-2ce5e08e3b74,11,13 October 2023,What Matters in Education?,nan,"The Education Research Programme in partnership with UCL Institute of Education has begun a panel discussion series called ' What Matters in Education? ' Policymakers, researchers and practitioners are invited to debate a topical issue in education.",nan,https://www.ucl.ac.uk/ioe/research/what-matters-education
344255a7-d965-4f8f-a27d-6cac776f3be7,12,20 October 2023,Programme news,nan,"How should research, policy and practice interact in the interests of education?",nan,nan
a368f2ad-99ab-44f5-b079-e2b6050e5223,12,20 October 2023,Programme news,nan,By Gemma Moss,"In the run-up to the next general election, each of the political parties is beginning to set out what they see as the key issues in education and what they would like to change. This is a good moment to review the extent to which party-political priorities reflect concerns widely shared by the general public, the practitioner community and the research community – and the role the research community might have in helping to shape that debate. Read the blog",https://blogs.ucl.ac.uk/ioe/2023/10/16/how-should-research-policy-and-practice-interact-in-the-interests-of-education
1a4c9498-a825-4781-9abb-1519283d9233,12,20 October 2023,Project news,nan,Time for change: addressing the crisis in staffing our schools,Dr Carrie Adamson explores what will really help to address the teacher recruitment and retention crisis in schools. Read the blog,https://mcrmetropolis.uk/time-for-change-addressing-the-crisis-in-staffing-our-schools
977e1a8d-4e1e-488c-b2ca-e10bffd29700,12,20 October 2023,Project news,Event,Making Teaching Attractive and Worthwhile (Part of ESRC Festival of Social Science),"Beng Huat See and team will briefly present key findings and implications from our three ESRC projects on the complex determinants of teacher shortages (ES/R007349/1), factors shaping teacher supply from a comparative analysis of international education systems ( ES/W003074/1) and investigating the recruitment and retention of ethnic minority teachers (ES/X00208X/1). Date: Saturday 11 November 2023 Time: 10 am to 3.30 pm (London time) Eventbrite registration page",https://gtr.ukri.org/projects?ref=ES%2FR007349%2F1
a6a1416c-76b8-468a-894b-3b043f4675cb,12,20 October 2023,"Teacher recruitment, retention & development",nan,"Tell us how you will fix recruitment, Labour told","Analysis shows gaps in the workforce already outstrip party's ambition for 6,500 more teachers Schools Week",https://schoolsweek.co.uk/tell-us-how-you-will-fix-recruitment-labour-told
fd2319c9-1d28-4680-814d-d6daa67195e0,12,20 October 2023,"Teacher recruitment, retention & development",nan,EPI - The influence of headteachers on their schools,"This report assesses the impact of headteachers on school performance in England, and the mechanisms through which headteachers influence performance. In addition, the study explores whether a headteacher's gender and ethnicity have an impact on the composition of the pupil and staff bodies, and on the attainment of specific demographic groups. Summary and full report",https://epi.org.uk/publications-and-research/the-influnece-of-headteachers-on-their-schools
06e133bc-a527-4b38-b825-2b451f5bb8cf,12,20 October 2023,"Teacher recruitment, retention & development",nan,"HE sector complains the government's teacher training application portal ""inadvertently"" favours big national providers such as the National Institute of Teaching",Schools Week.,https://teaching-vacancies.service.gov.uk/
1d89f0a0-02e7-4301-bc86-ed5fc26c9717,12,20 October 2023,EdTech,nan,Taskforce establishes AI safety research team.,"The Department for Science, Innovation and Technology (DSIT) has announced that the government's Frontier AI Taskforce has begun building an 'AI safety research team' to evaluate the risks at the frontier of AI. The Taskforce has partnered with three leading technical organisation – Advai, Gryphon Scientific and Faculty AI – to tackle questions about how AI systems can improve human capabilities in specialised fields and risks around current safeguards. The findings of the research will be incorporated into presentations and roundtable discussions with government representatives, civil society groups, leading AI companies and experts in research at the AI Safety Summit in November. Read the press release",https://www.gov.uk/government/news/frontier-ai-taskforcebrings-in-leading-technical-organisations-to-research-risks
584423a0-18d0-4854-9529-df028b0512fc,12,20 October 2023,Political landscape & key organisations,nan,A new database of Areas of Research Interest has been developed by the Government Office for Science and the ESRC,"This new database allows anyone accessing it to search for particular areas of research interest, and find out what are the main research questions facing government departments. Link to database",https://ari.org.uk/
f1253c0f-49c6-4e27-b871-d6e23388b0aa,12,20 October 2023,Political landscape & key organisations,nan,Education in England needs a 're-set' – a practitioners' view and a call for action,"Think piece from Centre for Strategic Education, Melbourne, Australia (Tom Clarke, Kathy August and Tony MacKay) via the FED Read the think piece",https://fed.education/education-in-england-needsa-re-set-a-practitionersview-and-a-call-for-action
824d0bf8-3472-4584-a7a8-ff11531765c2,12,20 October 2023,Political landscape & key organisations,nan,AHRC/IfG 'Engaging with Government' Programme 2023-2024,"This three-day course, 27-29 February 2024, is designed to help develop the skills needed to pursue the policy implications of one's research. It also aims to build links between policy makers and the most dynamic new research in the arts and humanities. It is open to post-doc researchers working in any area of the AHRC's subject domain. AHRC is inviting eligible researchers to submit an application to attend the course – by 26 October 2023 More .",https://engagementhub.ukri.org/ahrc-operations/40a635ee
79a619b1-60a4-4f4b-bbe3-91ccc2d887bf,12,20 October 2023,Political landscape & key organisations,nan,Mark Carney on his book Value(s)with Nick Macpherson,"Co-hosted by the Fairness Foundation with the Policy Institute at King's College London. In his recent book, Value(s): Building a Better World for All, former Governor of the Bank of England Mark Carney argues that fundamental problems – such as growing inequality in income and opportunity, mistrust of experts, and the existential threat of climate change – all stem from a common crisis in values. View the recording",https://fairnessfoundation.com/posts/values
239c8e48-2ed1-460c-863c-23bf430dd73c,12,20 October 2023,Programme news,nan,"How should research, policy and practice interact in the interests of education?","By Gemma Moss In the run-up to the next general election, each of the political parties is beginning to set out what they see as the key issues in education and what they would like to change. This is a good moment to review the extent to which party-political priorities reflect concerns widely shared by the general public, the practitioner community and the research community – and the role the research community might have in helping to shape that debate. Read the blog",https://blogs.ucl.ac.uk/ioe/2023/10/16/how-should-research-policy-and-practice-interact-in-the-interests-of-education
ec1304cc-cad3-4439-bfa3-a1b06b4cf573,12,20 October 2023,Project news,Event,Date: Saturday 11 November 2023,Time: 10 am to 3.30 pm (London time) Eventbrite registration page,https://www.eventbrite.com/e/festival-of-social-science-making-teaching-attractive-and-worthwhile-tickets-732244792887?aff=oddtdtcreator
afe0dd63-9d2d-4c2e-bcca-45df42345222,12,20 October 2023,"Teacher recruitment, retention & development",nan,Schools Week.,nan,https://schoolsweek.co.uk/teacher-training-portal-favours-big-providers
172fd965-c5ec-49b2-b6a9-3a62d6ee4e2c,13,27 October 2023,Programme news,nan,ERP researcher meeting,"We held the first ERP researcher meeting on the 19 October 2023, which provided the opportunity for researchers from the different ERP funded projects to come together and discuss their ongoing research. The aim is to provide a networking opportunity and to share issues as they arise, as well as to build community across the Programme. We had two interesting presentations: By Dr. James Craske at University of East Anglia based on his PhD project. James is working on the Enhancing teacher agency with technology: Creating an ecological model through a place-based study of teaching and learning project with Professor John Gordon. By Dr. Rachel France at University College London on her review of partnership working in education in north America. Rachel is part of the core UCL team with Programme Director Professor Gemma Moss. James' presentation showed how policy changed practice in the classroom, while Rachel's provided a possible solution to how research, policy and practice can work more closely together to produce change. The next ERP researcher meeting will be held in early December. To sign up to the mailing list, please email elizabeth.hudson@ucl.ac.uk",mailto:elizabeth.hudson@ucl.ac.uk
e613c8e3-b9fd-48d3-a929-837cc496eb5b,13,27 October 2023,Project news,nan,Maybe they should all be cats? Designing a persuasive game for teacher recruitment,"Blog for BERA from Rebecca Snell, Michael Saiger and Robert Klassen Not only do we hope to better understand what is motivating young people – primarily undergraduates – into selecting their career paths, but also to craft a cutting edge, persuasive recruitment game aimed at raising awareness of STEM teaching as a career choice. BERA blog post",https://www.bera.ac.uk/blog/maybe-they-should-all-be-cats-designing-a-persuasive-game-for-teacher-recruitment
21487923-fa25-4bd8-b3a9-c68ca078847a,13,27 October 2023,Project news,nan,"Special Issue ""Evaluation of Education Programmes and Policies""",Beng Huat will be special issue editor for April 2024 of Education Sciences on 'Evaluation of Education Programme and Policies'. The deadline for manuscript submissions: 30 April 2024,https://www.mdpi.com/journal/education/special_issues/07RCIJ3C34
48e06f5f-bba9-4e58-bba3-6f7fc03cd2a0,13,27 October 2023,Project news,Event,Making Teaching Attractive and Worthwhile (Part of ESRC Festival of Social Science),"Durham University Evidence Centre for Education is delighted to invite you to our annual ESRC Festival of Social Science where we will be presenting the findings and implications of our 3 inter-related ESRC projects on teacher recruitment, retention and diversity in the teaching workforce. Date: Saturday 11 November Time: 10.00 am to 3.30 pm Place: The Marriott, Durham (Old Elvet, Durham DH1 3JN) The link to Eventbrite registration and details of the programme can be found here . Please share this invitation with your networks.",https://www.durham.ac.uk/research/institutes-and-centres/evidence-centre-education/about-us/news/making-teaching-attractive-and-worthwhile
7ffa43cd-d017-4810-aeed-468c2bf36308,13,27 October 2023,"Teacher recruitment, retention & development",nan,The influence of headteachers on their schools,"This report from EPI assesses the impact of headteachers on school performance in England, and the mechanisms through which headteachers influence performance. https://epi.org.uk/publications-and-research/the-influence-of-headteachers-on-their-schools/",https://epi.org.uk/publications-and-research/the-influence-of-headteachers-on-their-schools
8597281a-f109-4955-92aa-51d87069b3a0,13,27 October 2023,"Teacher recruitment, retention & development",nan,Strikes: Government to introduce minimum service levels in schools,"Ministers say if a voluntary agreement is not reached with unions, it will use powers through the new strikes law https://schoolsweek.co.uk/strikes-government-to-introduce-minimum-service-levels-in-schools/",https://schoolsweek.co.uk/strikes-government-to-introduce-minimum-service-levels-in-schools
c51e2248-8750-472f-9a24-f64d9cdef526,13,27 October 2023,EdTech,nan,Prime Minister calls for global responsibility to take AI risks seriously and seize its opportunities,"UK Government officially publishes report on capabilities and risks from frontier AI for the first time, drawing on sources including intelligence assessments. Press release",https://www.gov.uk/government/news/prime-minister-calls-for-global-responsibility-to-take-ai-risks-seriously-and-seize-its-opportunities
45320c46-df75-41b5-bae8-61c102c4b454,13,27 October 2023,Political landscape & key organisations,nan,Mark Lehain returns as special adviser to education secretary,Well-known free school founder reappointed 13 months after leaving post Schools Week page,https://schoolsweek.co.uk/mark-lehain-returns-as-special-adviser-to-education-secretary
3f14f2bd-7acf-4be9-a54e-79d8f771d6a7,13,27 October 2023,What Matters in Education?,nan,GCSE disadvantage gap widens again,Gap in attainment between poorer pupils and better-off peers widest since 2011 Schools Week page,https://schoolsweek.co.uk/gcse-disadvantage-gap-widens-again
d96e83a6-cbdb-4200-b012-54c094b3e37b,13,27 October 2023,What Matters in Education?,nan,Rise in illness absence due to anxiety,School leaders have called for the government to redouble efforts to address growing pupil mental health problem since pandemic TES page (subscription required),https://www.tes.com/magazine/news/general/rise-illness-absence-due-anxiety
d6e33e84-7f2d-4bf4-b1ac-694efa925693,13,27 October 2023,Opportunities,nan,Senedd Research – Knowledge Exchange Manager,"Are you knowledge exchange professional who understands the devolved policy landscape, parliamentary processes & the different needs of researchers & policymakers? The purpose of this role is to enhance the Senedd's engagement with the research community in Wales. The successful applicant will lead some areas of work and contribute to delivering others. Deadline Deadline - 12 November Posting",https://t.co/Z43L58LDHD
2087ec53-f9b8-4857-a3eb-5392b14068db,13,27 October 2023,Opportunities,nan,Nuffield Foundation funded Fellowship.,"For a PhD student or recent graduate in a natural, scientific or social science field. The role will spend 3 months in Parliament supporting its use of research evidence. Deadline - 5 November Posting",https://post.parliament.uk/nuffield-foundation-post-fellowship
f11c0d83-ebb9-4198-bbbb-c7165926a026,13,27 October 2023,Opportunities,nan,Please share with your networks who may be interested in these opportunities.,"Senedd Research – Knowledge Exchange Manager Are you knowledge exchange professional who understands the devolved policy landscape, parliamentary processes & the different needs of researchers & policymakers? The purpose of this role is to enhance the Senedd's engagement with the research community in Wales. The successful applicant will lead some areas of work and contribute to delivering others. Deadline Deadline - 12 November Posting",https://t.co/Z43L58LDHD
0faaf404-2363-4bf3-9344-7c53df6f51e8,14,3 November 2023,Project news,nan,EEF - Leadership approaches,"A rapid evidence assessment focussing on how school leadership, culture and climate support teacher retention. EEF Beng Huat See is co-investigator",https://educationendowmentfoundation.org.uk/education-evidence/evidence-reviews/leadership-approaches
e586d9d4-8fc9-4051-8752-4913478509dc,14,3 November 2023,Project news,nan,Making Teaching Attractive and Worthwhile (Part of ESRC Festival of Social Science),"Durham University Evidence Centre for Education is delighted to invite you to our annual ESRC Festival of Social Science where we will be presenting the findings and implications of our 3 inter-related ESRC projects on teacher recruitment, retention and diversity in the teaching workforce. Date: Saturday 11 November Time: 10.00 am to 3.30 pm Join online via Zoom https://durhamuniversity.zoom.us/j/98653767662?pwd=c3RFR0VlaGtXUGtjdFZ4cXVTd25BZz09 Meeting ID: 986 5376 7662 Passcode: 454053",https://durhamuniversity.zoom.us/j/98653767662?pwd=c3RFR0VlaGtXUGtjdFZ4cXVTd25BZz09
2e63af03-b7ae-4a81-ab7a-952a4a3c9adb,14,3 November 2023,"Teacher recruitment, retention & development",nan,"EEF - Appetite amongst teachers for flexible working approaches, but limited research into their impact",Three new evidence reviews on strategies to support recruitment and retention EEF report Schools Week summary,https://educationendowmentfoundation.org.uk/news/appetite-amongst-teachers-for-flexible-working-approaches-but-limited-research-into-their-impact
fdc764d0-3cdd-4f7d-9a34-8d599713afb1,14,3 November 2023,"Teacher recruitment, retention & development",nan,What do OECD data on teachers' salaries tell us?,nan,https://www.oecd-ilibrary.org/education/what-do-oecd-data-on-teachers-salaries-tell-us_de0196b5-en
26c3760f-5eb1-4e19-b07a-4a822daf2d7e,14,3 November 2023,"Teacher recruitment, retention & development",nan,School leader burnout more than doubles,"Senior leaders are being 'broken' by the pressures of workload, accountability and funding shortages, warns union leader TES (Subscription required)",https://www.tes.com/magazine/news/general/teacher-wellbeing-school-leader-burnout-mental-health
4b19e9bc-c9e0-4958-a600-d8307df066d1,14,3 November 2023,EdTech,nan,New support for teachers powered by Artificial Intelligence,£2 million investment in Oak National Academy to improve and expand Artificial Intelligence tools for teachers. Press release Schools Week summary,https://www.gov.uk/government/news/new-support-for-teachers-powered-by-artificial-intelligence
17f6595b-5405-4414-8e01-897d5686bc96,14,3 November 2023,Political landscape & key organisations,nan,Consultation: Curriculum for Wales: continuing the journey,We want your views on guidance to replace the 'The journey to curriculum roll-out' section of the Curriculum for Wales Framework guidance. gov.wales report,https://www.gov.wales/curriculum-wales-continuing-journey
24b54ea1-8545-4d76-8e46-f957f21ebe05,14,3 November 2023,Political landscape & key organisations,nan,"UK public services in 'doom loop' due to short-term policies, thinktank warns",Institute for Government says 'crumbling' services are far worse than when Tories took power in 2010 Guardian report,https://www.theguardian.com/society/2023/oct/30/uk-public-services-policy-institute-for-government-report
f7ba0975-6185-4d04-a22d-1884dfdff4c3,14,3 November 2023,Research,nan,(Re)moving exclusions: School exclusion reduction in Glasgow and London,"'Building on previous research which has contrasted national school exclusion policies in Scotland and England, we conclude that policy conditions surrounding school exclusion in the two cities differ substantially.' Luke Billingham, Fern Gillon BERJ",https://bera-journals.onlinelibrary.wiley.com/doi/full/10.1002/berj.3925?campaign=wolearlyview
2bbb08da-012c-436c-bf7b-c5ba8ca9cb49,14,3 November 2023,Research,nan,Whose 'voice' is it anyway? The paradoxes of the participatory narrative,"This study discusses some of the paradoxes found in the rhetoric of participatory research. Marianna Papadopoulou, Ewa Sidorenko BERJ",https://bera-journals.onlinelibrary.wiley.com/doi/10.1002/berj.3770
4b7edef2-6d07-4ecf-9e95-16e61e3c0566,14,3 November 2023,What Matters in Education?,nan,"Missing Children, Missing Grades",Childrens Commissioner report,https://www.childrenscommissioner.gov.uk/resource/missing-children-missing-grades
54e0cdee-e1c8-48f1-a95d-50ca88264db4,14,3 November 2023,Project news,nan,Beng Huat See is co-investigator,"Making Teaching Attractive and Worthwhile (Part of ESRC Festival of Social Science) Durham University Evidence Centre for Education is delighted to invite you to our annual ESRC Festival of Social Science where we will be presenting the findings and implications of our 3 inter-related ESRC projects on teacher recruitment, retention and diversity in the teaching workforce. Date: Saturday 11 November Time: 10.00 am to 3.30 pm Join online via Zoom https://durhamuniversity.zoom.us/j/98653767662?pwd=c3RFR0VlaGtXUGtjdFZ4cXVTd25BZz09",https://durhamuniversity.zoom.us/j/98653767662?pwd=c3RFR0VlaGtXUGtjdFZ4cXVTd25BZz09
07cb7a3f-c05f-47fa-974f-8b152056f6d7,14,3 November 2023,Project news,nan,Meeting ID: 986 5376 7662,Passcode: 454053,nan
d3ea7072-13a7-4c73-b02f-e0b233d6a3ab,14,3 November 2023,"Teacher recruitment, retention & development",nan,Schools Week summary,nan,https://schoolsweek.co.uk/why-is-reducing-teacher-workload-so-hard
3ea6fab2-946a-4a84-83dc-3ea104db901d,14,3 November 2023,EdTech,nan,Schools Week summary,nan,https://schoolsweek.co.uk/oak-gets-another-2m-to-expand-ai-quizzes-and-lesson-planner
af19f8c2-416c-4fb4-9f69-04402c50ef18,15,17 November 2023,Project news,nan,Congratulations to the BERA Educational Research Book of the year winn ers : Making Schools Better for Disadvantaged Students – Stephen Gorard and Beng Huat See,"Photo of Beng Huat See receiving the award at the ceremony on Wednesday 8 November, taken from X formerly Twitter.",nan
2522f1db-af41-455e-9f13-0e1e726ad94b,15,17 November 2023,Project news,nan,Team from ERP project – 'Embedding children's participation rights in pedagogical practice',The Children's Participation in Schools project will be hosting their first annual conference on 18 th January 2024. A registration link to the event will be available soon.,nan
9a6b96a7-cf2a-446e-a0b1-bde43d945be4,15,17 November 2023,"Teacher recruitment, retention & development",nan,"NFER - The impact of training bursaries on teacher recruitment and retention: An evaluation of impact and value for money by Dawson McLean, Sarah Tang and Jack Worth",This research provides evidence on the long-term effectiveness of bursaries for improving teacher recruitment and retention and their cost effectiveness compared to other policy options.,https://www.nfer.ac.uk/publications/the-impact-of-training-bursaries-on-teacher-recruitment-and-retention
e990c9fc-224c-48dc-927f-3a2106b3f193,15,17 November 2023,"Teacher recruitment, retention & development",nan,"Inspections deemed 'not fit for purpose' by teachers and education staff as they battle loneliness, stress and burnout","Education Support, a leading UK charity who advocate for the mental health of teachers and education staff, has released its seventh Teacher Wellbeing Index.",https://www.educationsupport.org.uk/news-and-events/news/inspections-deemed-not-fit-for-purpose-by-teachers-and-education-staff-as-they-battle-loneliness-stress-and-burnout
